GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,IndustryId,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",90,"...","Private goods-producing industries 2/",901179,1001485,962020,1034861,1177319,1361517,1482598,1306919,1279569,1317533,1427217,1221319,1250127,1242710,1386836,1418486,1570283,1516476,1479837,1421992,1548166
 "09000","Connecticut",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",91,"...","Private services-providing industries 3/",9554971,10032734,10238303,10446883,10299267,10469713,11227663,11832735,12394914,12418800,13008248,13205213,13278965,13369134,13880746,15659525,15860639,16735551,16665395,16766335,16934359
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",1,"...","All industry total",1477795,1584534,1662225,1848588,1585446,1732693,1867686,2465560,2518479,2652117,2690227,2549776,2550952,2746098,2731928,2923028,3031818,3591217,3702976,3986785,4025988
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",2,"..."," Private industries",1511772,1614134,1692215,1875109,1615740,1771167,1908880,2507030,2561177,2695402,2733089,2596530,2601071,2800501,2790055,2978893,3089224,3647885,3755854,4045340,4082295
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",3,"11","  Agriculture, forestry, fishing and hunting",-4033,-19081,-41438,-44917,-62069,-13328,-30596,-26830,-70767,-34549,-20619,-19129,-29969,-23605,-11577,-13765,-17152,-17022,-14808,-23715,-25830
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",4,"111-112","   Farms",-4584,-19724,-42005,-45550,-62473,-13691,-31030,-27368,-71175,-35037,-21140,-19803,-30689,-24414,-12276,-14685,-18068,-18222,-15982,-24914,-26979
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",5,"113-115","   Forestry, fishing, and related activities",551,643,567,633,404,362,434,538,408,488,522,674,721,809,699,920,916,1200,1174,1199,1150
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",6,"21","  Mining, quarrying, and oil and gas extraction",1187,1187,1218,1169,616,761,668,854,325,296,77,100,110,265,24,64,540,655,659,630,714
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",7,"211","   Oil and gas extraction",503,458,471,491,74,72,97,197,204,197,0,0,0,231,0,0,0,0,0,0,0
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",8,"212","   Mining (except oil and gas)",553,599,617,547,535,678,563,648,111,91,69,90,110,35,24,64,534,655,659,630,666
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",9,"213","   Support activities for mining",131,130,131,131,7,11,7,9,10,8,8,10,0,0,0,0,5,0,0,0,48
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",10,"22","  Utilities",105934,111719,105682,119379,93808,117964,117517,121545,122746,134430,126176,108537,120270,126032,111738,113500,115894,168369,193370,203568,211363
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",11,"23","  Construction",15323,17133,17584,18589,16434,18139,18958,22732,19717,19545,18781,14599,14340,15878,15609,14491,15254,19889,20027,20979,21966
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",12,"31-33","  Manufacturing",129377,139727,141082,159215,125793,147677,159902,184522,165617,172643,187572,151256,159055,158102,139506,143669,140605,188442,219970,239885,248422
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",13,"321,327-339","   Durable goods manufacturing",46081,53292,61190,66334,50668,65474,66607,72098,66873,71888,74930,57928,58559,56027,45321,43970,41304,53505,59573,60062,63223
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",14,"321","    Wood product manufacturing",791,801,811,766,297,376,508,464,409,384,420,428,524,560,501,444,440,618,693,779,785
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",15,"327","    Nonmetallic mineral product manufacturing",1433,1742,1590,1178,948,1293,1224,1586,1462,1940,1823,1476,1476,1783,1643,1324,1065,1533,1712,2033,2182
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",16,"331","    Primary metal manufacturing",2607,2617,2840,2350,2169,2991,2697,2601,2179,2532,3539,3625,4228,3940,4049,3542,3013,1349,1607,1777,1842
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",17,"332","    Fabricated metal product manufacturing",2998,3154,3716,5407,4405,5988,6911,7461,5985,5759,5699,4000,5314,5571,4352,4288,4059,4344,3628,3896,4244
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",18,"333","    Machinery manufacturing",2540,3199,2815,2983,1901,1983,1517,1663,1455,1283,2153,1510,1639,1944,1730,1666,1415,2051,2677,2224,2207
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",19,"334","    Computer and electronic product manufacturing",13850,15275,15668,19872,16514,24872,25286,27583,27537,27586,25638,23567,24412,30880,25136,23223,21291,24827,26703,29633,32848
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",20,"335","    Electrical equipment, appliance, and component manufacturing",1973,2032,3636,3681,3717,3762,3801,3821,4558,5206,4619,3024,2045,506,-509,1285,1817,3896,5190,3648,3987
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",21,"3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",15437,19225,24522,23734,14810,17247,18033,19576,15404,18177,20484,12297,10904,2855,2327,1821,1689,1237,938,1040,1026
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",22,"3364-3369","    Other transportation equipment manufacturing",529,534,577,484,816,1196,1145,1365,1764,2716,3726,2879,3002,2765,1886,1810,2963,6982,5970,6662,5795
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",23,"337","    Furniture and related product manufacturing",834,982,1056,1142,764,757,760,784,778,852,644,543,607,654,609,625,588,761,800,740,759
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",24,"339","    Miscellaneous manufacturing",3090,3731,3959,4738,4327,5010,4725,5193,5342,5452,6186,4580,4408,4569,3596,3940,2964,5906,9656,7630,7548
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",25,"311-316,322-326","   Nondurable goods manufacturing",83297,86435,79892,92881,75125,82203,93295,112424,98744,100754,112642,93328,100496,102075,94186,99699,99301,134937,160397,179823,185199
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",26,"311-312","    Food and beverage and tobacco product manufacturing",26356,26808,20029,19419,18931,22658,23804,29710,28899,29596,29138,26304,30550,34794,34914,39335,39268,62599,74452,78818,81299
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",27,"313-314","    Textile mills and textile product mills",1615,1787,1808,1829,1223,1184,2187,1455,1682,2150,2837,2493,3141,2386,2000,1849,1616,1842,1731,2010,2177
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",28,"315-316","    Apparel, leather, and allied product manufacturing",923,1090,1096,965,741,879,450,428,322,348,316,285,322,322,307,317,281,234,158,163,175
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",29,"322","    Paper manufacturing",4986,5091,4246,4633,4112,5632,4902,4087,3071,2952,4118,3274,3433,3128,2653,2305,2103,2429,2494,2986,3357
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",30,"323","    Printing and related support activities",915,999,1333,2175,926,991,817,1082,1136,970,1025,844,955,972,929,896,829,1098,1113,1042,854
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",31,"324","    Petroleum and coal products manufacturing",12161,12957,14294,20805,10885,12452,12580,17247,15418,14258,18372,16297,18077,14328,12105,15493,16345,19897,24181,26747,24285
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",32,"325","    Chemical manufacturing",33650,34607,33130,37752,34005,34176,44590,55053,44677,47364,50773,40657,40439,42676,37710,35925,35360,42272,51255,63374,68428
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",33,"326","    Plastics and rubber products manufacturing",2691,3097,3958,5301,4302,4231,3966,3362,3538,3116,6064,3175,3579,3470,3568,3579,3499,4567,5012,4683,4625
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",34,"42","  Wholesale trade",267964,276168,303688,326226,324272,329163,369680,404144,382473,395930,382554,395034,371254,391413,381295,386760,398550,424647,391271,449539,449047
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",35,"44-45","  Retail trade",188285,203596,216823,225607,129093,131455,137530,189481,174694,168119,168288,162737,162130,189719,209785,232365,235905,181016,122800,132668,136490
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",36,"48-49","  Transportation and warehousing",-3077,1603,-920,1024,715,-5919,-4981,-4892,-9860,-7825,-1715,-5262,-6135,-12029,-3352,394,370,7025,11487,13929,10354
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",37,"481","   Air transportation",261,349,436,506,-373,388,108,1021,878,846,1471,1124,1406,1181,1210,1113,1216,1435,1638,1680,1189
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",38,"482","   Rail transportation",-10979,-6228,-9047,-8094,-6213,-13942,-12268,-14537,-18693,-16740,-12508,-16394,-18437,-24542,-16121,-12295,-13015,-9723,-5958,-4025,-7363
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",39,"483","   Water transportation",248,249,285,247,112,23,65,-69,-16,-38,-19,78,-24,42,90,3,133,147,196,234,327
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",40,"484","   Truck transportation",3115,3287,3122,3360,2901,3152,3136,3980,3974,4486,4458,5258,5369,5508,5807,5913,5823,6272,6705,6813,7114
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",41,"485","   Transit and ground passenger transportation",1769,1930,2242,2759,2348,2458,2026,2116,1696,1151,1274,1336,1696,1862,1640,1493,1527,1611,1358,1371,1443
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",42,"486","   Pipeline transportation",524,344,353,262,131,165,186,252,341,245,31,33,0,87,120,146,237,513,520,488,410
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",43,"487-488, 492","   Other transportation and support activities",1646,1315,1231,1491,1273,1275,1285,1367,1122,1225,2581,2446,2903,2850,2958,3032,3049,4627,4766,4992,4947
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",44,"493","   Warehousing and storage",338,356,458,493,536,563,482,979,837,999,996,856,951,982,944,989,1400,2143,2262,2377,2287
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",45,"51","  Information",42088,45844,62798,115832,96804,101742,94078,95776,102517,79187,76918,54135,50315,52150,45694,41668,39631,71728,92622,91830,85397
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",46,"511","   Publishing industries (except Internet)",3360,3799,5194,8712,5904,7840,6925,6851,5822,6379,6852,4510,4663,5059,4351,3879,3847,9983,14904,15757,16148
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",47,"512","   Motion picture and sound recording industries",2012,1811,3563,3965,2677,3762,3582,3368,6063,6395,6771,1061,1222,1051,993,1018,1060,1514,1704,1705,1808
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",48,"515, 517","   Broadcasting (except Internet) and telecommunications",32723,34132,36314,71445,60883,74078,67564,74309,78455,52529,46239,38834,35120,36751,28464,27610,26281,32209,35884,37211,36852
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",49,"518, 519","   Data processing, hosting, and other information services",3994,6103,17727,31711,27340,16062,16006,11247,12177,13884,17056,9730,9310,9289,11886,9161,8442,28022,40130,37157,30589
 "10000","Delaware",2,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",50,"52, 53","  Finance, insurance, real estate, rental, and leasing",409750,423390,454308,505033,494653,541915,568481,925456,962192,1055048,1186246,1127991,1348762,1468635,1514995,1538653,1597431,1929697,2007406,2099691,2081713
